,mae,surface_mae,iou,eikonal_error,slice_slab_excess,slice_slab_violation_rate,contour_envelope_max
crosssdf_hard_multiplane_10k,0.2173396795988083,0.04877322167158127,0.7743319869041443,0.09316352009773254,1.267339575861115e-05,0.043406881392002106,0.0
