step,learning_rate,total,on,off,eikonal,minimum_surface
7100,0.00013709591292808158,0.0005320069612935185,0.0003416763502173126,0.0,0.09906013309955597,0.0018254099413752556
7200,0.00013157960230654657,0.0005165213951840997,0.0003261351666878909,0.0,0.0989256277680397,0.0018292114837095141
7300,0.00012620483030218054,0.0005228142254054546,0.00033331819577142596,0.0,0.09797989577054977,0.0018303218530490994
7400,0.00012097690116604783,0.000552796118427068,0.00036310250288806856,0.0,0.10166576504707336,0.001760557177476585
7500,0.00011590097423303002,0.000514948449563235,0.0003264595288783312,0.0,0.09842010587453842,0.0018013763474300504
7600,0.00011098205883018598,0.0005067940801382065,0.000319016253342852,0.0,0.09706799685955048,0.001814196351915598
7700,0.00010622500933314983,0.0005158847197890282,0.0003285571001470089,0.0,0.09739445894956589,0.0017986627062782645
7800,0.00010163452037545038,0.0005186701891943812,0.0003313327906653285,0.0,0.09700846672058105,0.0018065780168399215
7900,9.721512221547237e-05,0.0005047419108450413,0.0003180138301104307,0.0,0.09671258926391602,0.001800309750251472
8000,9.297117626563932e-05,0.0005014556809328496,0.0003155406448058784,0.0,0.09583361446857452,0.001801628153771162
8100,8.890687078822585e-05,0.00048148963833227754,0.00029606634052470326,0.0,0.09650883078575134,0.0017782890936359763
8200,8.50262167620486e-05,0.0004903304507024586,0.0003051171079277992,0.0,0.09608996659517288,0.0017824673559516668
8300,8.133304392411437e-05,0.0004894043668173254,0.0003046552010346204,0.0,0.0955355241894722,0.0017842728411778808
8400,7.783099699013221e-05,0.0005014736671000719,0.0003171049465890974,0.0,0.09475179761648178,0.0017923389095813036
8500,7.452353205761854e-05,0.0004949425347149372,0.0003109509125351906,0.0,0.09494854509830475,0.0017808619886636734
8600,7.141391319514669e-05,0.0004860129556618631,0.00030214665457606316,0.0,0.09470728784799576,0.0017831797013059258
8700,6.850520922110509e-05,0.0004826915101148188,0.0002993990492541343,0.0,0.09479229152202606,0.001770002651028335
8800,6.580029067514412e-05,0.00048164877807721496,0.00029867107514292,0.0,0.0950925201177597,0.0017577033722773194
8900,6.330182698529991e-05,0.000481803814182058,0.00029897046624682844,0.0,0.09380652755498886,0.0017805362585932016
9000,6.1012283833590946e-05,0.0004820115864276886,0.0002994963724631816,0.0,0.0945587083697319,0.0017591299256309867
9100,5.893392072268817e-05,0.00048436244833283126,0.000301953696180135,0.0,0.09395807236433029,0.001769013237208128
9200,5.7068788746058304e-05,0.0004777940921485424,0.0002958714321721345,0.0,0.0940404161810875,0.0017576450482010841
9300,5.5418728563782055e-05,0.0004819112946279347,0.0003002792363986373,0.0,0.09387067705392838,0.0017552276840433478
9400,5.398536858604522e-05,0.00047107029240578413,0.0002896409423556179,0.0,0.09354329109191895,0.001757721183821559
9500,5.277012336609412e-05,0.00048219639575108886,0.0003009792708326131,0.0,0.09397043287754059,0.0017449335427954793
9600,5.177419220424259e-05,0.00047519398503936827,0.00029420186183415353,0.0,0.09361743181943893,0.0017474936321377754
9700,5.099855796430706e-05,0.00047205525333993137,0.00029116353834979236,0.0,0.09322662651538849,0.0017533013597130775
9800,5.044398610363894e-05,0.00048430805327370763,0.0003035686386283487,0.0,0.09325650334358215,0.0017496581422165036
9900,5.011102391771039e-05,0.0004684051964432001,0.0002879002131521702,0.0,0.09317759424448013,0.001746547408401966
10000,5e-05,0.00046880156151019037,0.0002885251888073981,0.0,0.09303998202085495,0.0017447273712605238
